PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,b,1959,0,0.02713,0.02650,0.12,100000,2650,97678,6993574,69.94
USA,b,1959,1,0.00173,0.00173,0.5,97350,168,97266,6895897,70.84
USA,b,1959,2,0.00106,0.00106,0.5,97182,103,97130,6798631,69.96
USA,b,1959,3,0.00079,0.00079,0.5,97079,76,97041,6701501,69.03
USA,b,1959,4,0.00068,0.00068,0.5,97003,66,96970,6604460,68.09
USA,b,1959,5,0.00060,0.00060,0.5,96937,58,96908,6507490,67.13
USA,b,1959,6,0.00053,0.00053,0.5,96879,52,96853,6410582,66.17
USA,b,1959,7,0.00048,0.00048,0.5,96827,46,96804,6313729,65.21
USA,b,1959,8,0.00043,0.00043,0.5,96781,41,96760,6216925,64.24
USA,b,1959,9,0.00042,0.00042,0.5,96740,41,96719,6120164,63.26
USA,b,1959,10,0.00040,0.00040,0.5,96699,39,96680,6023445,62.29
USA,b,1959,11,0.00041,0.00041,0.5,96660,40,96640,5926765,61.32
USA,b,1959,12,0.00047,0.00047,0.5,96620,45,96598,5830125,60.34
USA,b,1959,13,0.00045,0.00045,0.5,96575,44,96553,5733527,59.37
USA,b,1959,14,0.00057,0.00057,0.5,96531,55,96504,5636974,58.40
USA,b,1959,15,0.00070,0.00070,0.5,96477,68,96443,5540470,57.43
USA,b,1959,16,0.00085,0.00085,0.5,96409,82,96368,5444027,56.47
USA,b,1959,17,0.00097,0.00097,0.5,96327,93,96281,5347659,55.52
USA,b,1959,18,0.00110,0.00110,0.5,96234,106,96181,5251379,54.57
USA,b,1959,19,0.00114,0.00114,0.5,96129,110,96074,5155197,53.63
USA,b,1959,20,0.00125,0.00124,0.5,96019,120,95959,5059123,52.69
USA,b,1959,21,0.00129,0.00129,0.5,95899,124,95838,4963164,51.75
USA,b,1959,22,0.00127,0.00127,0.5,95776,122,95715,4867327,50.82
USA,b,1959,23,0.00120,0.00119,0.5,95654,114,95597,4771612,49.88
USA,b,1959,24,0.00121,0.00121,0.5,95540,116,95482,4676015,48.94
USA,b,1959,25,0.00126,0.00126,0.5,95424,120,95364,4580532,48.00
USA,b,1959,26,0.00127,0.00127,0.5,95304,121,95243,4485168,47.06
USA,b,1959,27,0.00126,0.00126,0.5,95183,120,95123,4389925,46.12
USA,b,1959,28,0.00129,0.00129,0.5,95064,122,95002,4294801,45.18
USA,b,1959,29,0.00133,0.00133,0.5,94941,126,94878,4199799,44.24
USA,b,1959,30,0.00144,0.00144,0.5,94815,136,94747,4104921,43.29
USA,b,1959,31,0.00152,0.00152,0.5,94679,144,94607,4010174,42.36
USA,b,1959,32,0.00164,0.00164,0.5,94535,155,94457,3915567,41.42
USA,b,1959,33,0.00172,0.00172,0.5,94380,163,94298,3821110,40.49
USA,b,1959,34,0.00182,0.00182,0.5,94217,172,94131,3726812,39.56
USA,b,1959,35,0.00193,0.00192,0.5,94045,181,93955,3632681,38.63
USA,b,1959,36,0.00210,0.00210,0.5,93865,197,93766,3538726,37.70
USA,b,1959,37,0.00224,0.00224,0.5,93667,210,93563,3444960,36.78
USA,b,1959,38,0.00253,0.00252,0.5,93458,236,93340,3351397,35.86
USA,b,1959,39,0.00274,0.00273,0.5,93222,255,93095,3258057,34.95
USA,b,1959,40,0.00302,0.00301,0.5,92967,280,92827,3164963,34.04
USA,b,1959,41,0.00311,0.00310,0.5,92687,288,92543,3072135,33.15
USA,b,1959,42,0.00369,0.00368,0.5,92400,340,92229,2979592,32.25
USA,b,1959,43,0.00397,0.00396,0.5,92059,365,91877,2887363,31.36
USA,b,1959,44,0.00434,0.00433,0.5,91695,397,91496,2795486,30.49
USA,b,1959,45,0.00478,0.00476,0.5,91297,435,91080,2703990,29.62
USA,b,1959,46,0.00518,0.00517,0.5,90862,470,90628,2612910,28.76
USA,b,1959,47,0.00580,0.00579,0.5,90393,523,90131,2522282,27.90
USA,b,1959,48,0.00653,0.00650,0.5,89870,585,89577,2432151,27.06
USA,b,1959,49,0.00708,0.00705,0.5,89285,630,88970,2342573,26.24
USA,b,1959,50,0.00782,0.00779,0.5,88655,691,88310,2253603,25.42
USA,b,1959,51,0.00828,0.00825,0.5,87965,726,87602,2165293,24.62
USA,b,1959,52,0.00945,0.00941,0.5,87239,821,86829,2077691,23.82
USA,b,1959,53,0.01003,0.00998,0.5,86418,863,85987,1990863,23.04
USA,b,1959,54,0.01090,0.01084,0.5,85555,928,85092,1904876,22.26
USA,b,1959,55,0.01173,0.01166,0.5,84628,987,84135,1819784,21.50
USA,b,1959,56,0.01267,0.01259,0.5,83641,1053,83115,1735649,20.75
USA,b,1959,57,0.01313,0.01305,0.5,82588,1077,82050,1652535,20.01
USA,b,1959,58,0.01530,0.01519,0.5,81511,1238,80892,1570485,19.27
USA,b,1959,59,0.01641,0.01627,0.5,80273,1306,79620,1489593,18.56
USA,b,1959,60,0.01762,0.01746,0.5,78967,1379,78277,1409973,17.86
USA,b,1959,61,0.01845,0.01829,0.5,77588,1419,76879,1331695,17.16
USA,b,1959,62,0.02134,0.02112,0.5,76169,1608,75365,1254817,16.47
USA,b,1959,63,0.02277,0.02252,0.5,74561,1679,73721,1179452,15.82
USA,b,1959,64,0.02348,0.02321,0.5,72882,1691,72036,1105730,15.17
USA,b,1959,65,0.02696,0.02661,0.5,71191,1894,70244,1033694,14.52
USA,b,1959,66,0.02785,0.02747,0.5,69297,1903,68345,963450,13.90
USA,b,1959,67,0.03159,0.03110,0.5,67393,2096,66345,895105,13.28
USA,b,1959,68,0.03389,0.03332,0.5,65297,2176,64209,828760,12.69
USA,b,1959,69,0.03629,0.03564,0.5,63121,2250,61996,764551,12.11
USA,b,1959,70,0.04014,0.03935,0.5,60871,2395,59674,702555,11.54
USA,b,1959,71,0.04090,0.04008,0.5,58476,2344,57304,642881,10.99
USA,b,1959,72,0.04705,0.04597,0.5,56132,2580,54842,585577,10.43
USA,b,1959,73,0.05023,0.04899,0.5,53552,2624,52240,530736,9.91
USA,b,1959,74,0.05493,0.05346,0.5,50928,2723,49566,478496,9.40
USA,b,1959,75,0.06153,0.05969,0.5,48205,2878,46766,428930,8.90
USA,b,1959,76,0.06566,0.06357,0.5,45327,2881,43887,382164,8.43
USA,b,1959,77,0.06976,0.06741,0.5,42446,2861,41015,338277,7.97
USA,b,1959,78,0.07900,0.07600,0.5,39585,3008,38081,297262,7.51
USA,b,1959,79,0.08823,0.08450,0.5,36576,3091,35031,259181,7.09
USA,b,1959,80,0.09563,0.09126,0.5,33485,3056,31958,224150,6.69
USA,b,1959,81,0.09892,0.09426,0.5,30430,2868,28995,192193,6.32
USA,b,1959,82,0.11261,0.10661,0.5,27561,2938,26092,163197,5.92
USA,b,1959,83,0.12462,0.11731,0.5,24623,2889,23179,137105,5.57
USA,b,1959,84,0.13636,0.12766,0.5,21735,2775,20347,113926,5.24
USA,b,1959,85,0.14796,0.13777,0.5,18960,2612,17654,93579,4.94
USA,b,1959,86,0.16202,0.14988,0.5,16348,2450,15123,75925,4.64
USA,b,1959,87,0.17720,0.16278,0.5,13898,2262,12767,60802,4.37
USA,b,1959,88,0.18868,0.17242,0.5,11636,2006,10632,48035,4.13
USA,b,1959,89,0.20879,0.18905,0.5,9629,1820,8719,37403,3.88
USA,b,1959,90,0.22719,0.20402,0.5,7809,1593,7012,28684,3.67
USA,b,1959,91,0.22898,0.20546,0.5,6216,1277,5577,21671,3.49
USA,b,1959,92,0.25724,0.22792,0.5,4939,1126,4376,16094,3.26
USA,b,1959,93,0.27982,0.24547,0.5,3813,936,3345,11718,3.07
USA,b,1959,94,0.30094,0.26158,0.5,2877,753,2501,8373,2.91
USA,b,1959,95,0.31677,0.27346,0.5,2124,581,1834,5873,2.76
USA,b,1959,96,0.33876,0.28969,0.5,1544,447,1320,4039,2.62
USA,b,1959,97,0.36150,0.30616,0.5,1096,336,929,2719,2.48
USA,b,1959,98,0.38490,0.32278,0.5,761,246,638,1790,2.35
USA,b,1959,99,0.40888,0.33948,0.5,515,175,428,1152,2.24
USA,b,1959,100,0.43332,0.35616,0.5,340,121,280,724,2.13
USA,b,1959,101,0.45812,0.37274,0.5,219,82,178,445,2.03
USA,b,1959,102,0.48316,0.38915,0.5,137,53,111,266,1.94
USA,b,1959,103,0.50831,0.40530,0.5,84,34,67,156,1.86
USA,b,1959,104,0.53345,0.42112,0.5,50,21,39,89,1.78
USA,b,1959,105,0.55844,0.43654,0.5,29,13,23,49,1.71
USA,b,1959,106,0.58316,0.45151,0.5,16,7,13,27,1.65
USA,b,1959,107,0.60749,0.46596,0.5,9,4,7,14,1.59
USA,b,1959,108,0.63131,0.47985,0.5,5,2,4,7,1.54
USA,b,1959,109,0.65454,0.49315,0.5,2,1,2,4,1.50
USA,b,1959,110+,0.67707,1.00000,1.48,1,1,2,2,1.48
USA,b,1960,0,0.02674,0.02613,0.12,100000,2613,97708,6983769,69.84
USA,b,1960,1,0.00176,0.00176,0.5,97387,171,97302,6886061,70.71
USA,b,1960,2,0.00106,0.00106,0.5,97216,103,97164,6788760,69.83
USA,b,1960,3,0.00084,0.00084,0.5,97113,81,97072,6691595,68.91
USA,b,1960,4,0.00068,0.00068,0.5,97032,66,96999,6594523,67.96
USA,b,1960,5,0.00058,0.00058,0.5,96966,56,96938,6497524,67.01
USA,b,1960,6,0.00053,0.00053,0.5,96909,51,96884,6400587,66.05
USA,b,1960,7,0.00048,0.00048,0.5,96858,46,96835,6303703,65.08
USA,b,1960,8,0.00044,0.00044,0.5,96812,42,96791,6206867,64.11
USA,b,1960,9,0.00040,0.00040,0.5,96770,39,96750,6110076,63.14
USA,b,1960,10,0.00037,0.00037,0.5,96731,36,96713,6013326,62.17
USA,b,1960,11,0.00040,0.00040,0.5,96695,39,96676,5916613,61.19
USA,b,1960,12,0.00041,0.00041,0.5,96656,39,96636,5819937,60.21
USA,b,1960,13,0.00049,0.00049,0.5,96617,47,96593,5723301,59.24
USA,b,1960,14,0.00051,0.00051,0.5,96569,50,96545,5626708,58.27
USA,b,1960,15,0.00063,0.00063,0.5,96520,61,96489,5530163,57.30
USA,b,1960,16,0.00078,0.00078,0.5,96459,76,96421,5433674,56.33
USA,b,1960,17,0.00096,0.00096,0.5,96383,92,96337,5337253,55.38
USA,b,1960,18,0.00107,0.00107,0.5,96291,103,96240,5240915,54.43
USA,b,1960,19,0.00118,0.00118,0.5,96188,114,96131,5144676,53.49
USA,b,1960,20,0.00122,0.00122,0.5,96074,117,96016,5048544,52.55
USA,b,1960,21,0.00129,0.00129,0.5,95957,123,95896,4952529,51.61
USA,b,1960,22,0.00123,0.00122,0.5,95834,117,95775,4856633,50.68
USA,b,1960,23,0.00118,0.00118,0.5,95716,113,95660,4760858,49.74
USA,b,1960,24,0.00123,0.00123,0.5,95604,117,95545,4665198,48.80
USA,b,1960,25,0.00129,0.00129,0.5,95486,123,95425,4569653,47.86
USA,b,1960,26,0.00129,0.00129,0.5,95363,123,95302,4474228,46.92
USA,b,1960,27,0.00128,0.00128,0.5,95241,122,95179,4378926,45.98
USA,b,1960,28,0.00131,0.00131,0.5,95118,124,95056,4283747,45.04
USA,b,1960,29,0.00138,0.00138,0.5,94994,131,94929,4188691,44.09
USA,b,1960,30,0.00146,0.00146,0.5,94863,138,94794,4093762,43.15
USA,b,1960,31,0.00146,0.00146,0.5,94725,138,94656,3998968,42.22
USA,b,1960,32,0.00158,0.00158,0.5,94587,150,94512,3904312,41.28
USA,b,1960,33,0.00173,0.00173,0.5,94437,163,94355,3809801,40.34
USA,b,1960,34,0.00182,0.00181,0.5,94274,171,94188,3715445,39.41
USA,b,1960,35,0.00198,0.00198,0.5,94103,186,94010,3621257,38.48
USA,b,1960,36,0.00209,0.00208,0.5,93917,196,93819,3527247,37.56
USA,b,1960,37,0.00228,0.00228,0.5,93721,213,93614,3433429,36.63
USA,b,1960,38,0.00258,0.00257,0.5,93507,241,93387,3339815,35.72
USA,b,1960,39,0.00278,0.00278,0.5,93267,259,93137,3246427,34.81
USA,b,1960,40,0.00309,0.00309,0.5,93007,287,92864,3153290,33.90
USA,b,1960,41,0.00322,0.00321,0.5,92720,298,92571,3060427,33.01
USA,b,1960,42,0.00376,0.00375,0.5,92422,347,92249,2967856,32.11
USA,b,1960,43,0.00399,0.00398,0.5,92075,366,91892,2875607,31.23
USA,b,1960,44,0.00444,0.00443,0.5,91709,406,91506,2783715,30.35
USA,b,1960,45,0.00489,0.00488,0.5,91303,445,91080,2692208,29.49
USA,b,1960,46,0.00524,0.00523,0.5,90858,475,90620,2601128,28.63
USA,b,1960,47,0.00590,0.00588,0.5,90383,531,90117,2510508,27.78
USA,b,1960,48,0.00647,0.00645,0.5,89851,580,89561,2420391,26.94
USA,b,1960,49,0.00715,0.00713,0.5,89271,636,88953,2330830,26.11
USA,b,1960,50,0.00808,0.00804,0.5,88635,713,88279,2241876,25.29
USA,b,1960,51,0.00844,0.00840,0.5,87922,739,87553,2153598,24.49
USA,b,1960,52,0.00955,0.00950,0.5,87183,829,86769,2066045,23.70
USA,b,1960,53,0.01006,0.01001,0.5,86355,864,85923,1979276,22.92
USA,b,1960,54,0.01099,0.01093,0.5,85490,934,85023,1893354,22.15
USA,b,1960,55,0.01184,0.01177,0.5,84556,995,84058,1808330,21.39
USA,b,1960,56,0.01270,0.01262,0.5,83561,1055,83033,1724272,20.63
USA,b,1960,57,0.01387,0.01377,0.5,82506,1136,81938,1641239,19.89
USA,b,1960,58,0.01464,0.01453,0.5,81370,1183,80778,1559301,19.16
USA,b,1960,59,0.01674,0.01660,0.5,80187,1331,79521,1478523,18.44
USA,b,1960,60,0.01816,0.01800,0.5,78856,1419,78146,1399001,17.74
USA,b,1960,61,0.01837,0.01821,0.5,77436,1410,76731,1320855,17.06
USA,b,1960,62,0.02182,0.02158,0.5,76026,1641,75206,1244124,16.36
USA,b,1960,63,0.02312,0.02285,0.5,74386,1700,73536,1168918,15.71
USA,b,1960,64,0.02500,0.02469,0.5,72686,1795,71788,1095382,15.07
USA,b,1960,65,0.02759,0.02722,0.5,70891,1930,69926,1023594,14.44
USA,b,1960,66,0.02765,0.02727,0.5,68961,1881,68021,953668,13.83
USA,b,1960,67,0.03206,0.03155,0.5,67081,2117,66022,885647,13.20
USA,b,1960,68,0.03406,0.03349,0.5,64964,2175,63876,819625,12.62
USA,b,1960,69,0.03659,0.03593,0.5,62789,2256,61661,755748,12.04
USA,b,1960,70,0.04124,0.04041,0.5,60533,2446,59310,694088,11.47
USA,b,1960,71,0.04139,0.04055,0.5,58087,2356,56909,634778,10.93
USA,b,1960,72,0.04856,0.04741,0.5,55731,2642,54410,577869,10.37
USA,b,1960,73,0.05111,0.04984,0.5,53089,2646,51766,523459,9.86
USA,b,1960,74,0.05603,0.05450,0.5,50443,2749,49068,471693,9.35
USA,b,1960,75,0.06155,0.05971,0.5,47694,2848,46270,422624,8.86
USA,b,1960,76,0.06454,0.06252,0.5,44846,2804,43444,376354,8.39
USA,b,1960,77,0.07127,0.06882,0.5,42042,2893,40596,332910,7.92
USA,b,1960,78,0.08007,0.07699,0.5,39149,3014,37642,292315,7.47
USA,b,1960,79,0.08766,0.08398,0.5,36135,3035,34618,254673,7.05
USA,b,1960,80,0.09833,0.09372,0.5,33101,3102,31549,220055,6.65
USA,b,1960,81,0.09844,0.09382,0.5,29998,2814,28591,188505,6.28
USA,b,1960,82,0.11364,0.10753,0.5,27184,2923,25722,159914,5.88
USA,b,1960,83,0.12453,0.11723,0.5,24261,2844,22839,134192,5.53
USA,b,1960,84,0.13871,0.12971,0.5,21417,2778,20028,111353,5.20
USA,b,1960,85,0.14977,0.13934,0.5,18639,2597,17340,91325,4.90
USA,b,1960,86,0.16119,0.14917,0.5,16042,2393,14845,73985,4.61
USA,b,1960,87,0.17879,0.16412,0.5,13649,2240,12529,59140,4.33
USA,b,1960,88,0.19300,0.17602,0.5,11409,2008,10405,46611,4.09
USA,b,1960,89,0.20630,0.18701,0.5,9401,1758,8522,36206,3.85
USA,b,1960,90,0.23294,0.20864,0.5,7643,1595,6845,27685,3.62
USA,b,1960,91,0.23111,0.20717,0.5,6048,1253,5422,20839,3.45
USA,b,1960,92,0.26309,0.23251,0.5,4795,1115,4238,15418,3.22
USA,b,1960,93,0.28839,0.25205,0.5,3680,928,3216,11180,3.04
USA,b,1960,94,0.29622,0.25801,0.5,2753,710,2398,7964,2.89
USA,b,1960,95,0.32189,0.27726,0.5,2042,566,1759,5566,2.73
USA,b,1960,96,0.34431,0.29374,0.5,1476,434,1259,3807,2.58
USA,b,1960,97,0.36749,0.31045,0.5,1043,324,881,2547,2.44
USA,b,1960,98,0.39133,0.32729,0.5,719,235,601,1667,2.32
USA,b,1960,99,0.41572,0.34418,0.5,484,166,400,1065,2.20
USA,b,1960,100,0.44057,0.36104,0.5,317,115,260,665,2.10
USA,b,1960,101,0.46576,0.37778,0.5,203,77,164,405,2.00
USA,b,1960,102,0.49114,0.39431,0.5,126,50,101,241,1.91
USA,b,1960,103,0.51661,0.41056,0.5,76,31,61,140,1.83
USA,b,1960,104,0.54201,0.42644,0.5,45,19,35,79,1.75
USA,b,1960,105,0.56722,0.44189,0.5,26,11,20,44,1.69
USA,b,1960,106,0.59211,0.45686,0.5,14,7,11,23,1.62
USA,b,1960,107,0.61656,0.47128,0.5,8,4,6,12,1.57
USA,b,1960,108,0.64046,0.48511,0.5,4,2,3,6,1.52
USA,b,1960,109,0.66369,0.49833,0.5,2,1,2,3,1.48
USA,b,1960,110+,0.68618,1.00000,1.46,1,1,2,2,1.46
USA,b,1961,0,0.02592,0.02534,0.12,100000,2534,97771,7023789,70.24
USA,b,1961,1,0.00164,0.00164,0.5,97466,160,97386,6926018,71.06
USA,b,1961,2,0.00100,0.00100,0.5,97306,97,97258,6828632,70.18
USA,b,1961,3,0.00076,0.00076,0.5,97209,74,97172,6731374,69.25
USA,b,1961,4,0.00065,0.00065,0.5,97135,63,97104,6634202,68.30
USA,b,1961,5,0.00056,0.00056,0.5,97072,54,97045,6537098,67.34
USA,b,1961,6,0.00050,0.00050,0.5,97018,48,96994,6440053,66.38
USA,b,1961,7,0.00044,0.00044,0.5,96969,43,96948,6343060,65.41
USA,b,1961,8,0.00039,0.00039,0.5,96927,38,96908,6246112,64.44
USA,b,1961,9,0.00038,0.00038,0.5,96889,36,96871,6149204,63.47
USA,b,1961,10,0.00038,0.00038,0.5,96852,36,96834,6052333,62.49
USA,b,1961,11,0.00038,0.00038,0.5,96816,37,96798,5955499,61.51
USA,b,1961,12,0.00041,0.00041,0.5,96779,40,96760,5858701,60.54
USA,b,1961,13,0.00044,0.00044,0.5,96740,43,96718,5761942,59.56
USA,b,1961,14,0.00053,0.00053,0.5,96697,52,96671,5665223,58.59
USA,b,1961,15,0.00057,0.00057,0.5,96645,55,96618,5568552,57.62
USA,b,1961,16,0.00077,0.00077,0.5,96590,74,96553,5471935,56.65
USA,b,1961,17,0.00089,0.00089,0.5,96516,86,96473,5375382,55.69
USA,b,1961,18,0.00103,0.00103,0.5,96430,99,96380,5278909,54.74
USA,b,1961,19,0.00106,0.00106,0.5,96330,102,96279,5182529,53.80
USA,b,1961,20,0.00114,0.00114,0.5,96228,110,96173,5086250,52.86
USA,b,1961,21,0.00124,0.00123,0.5,96118,119,96059,4990077,51.92
USA,b,1961,22,0.00126,0.00126,0.5,96000,121,95939,4894018,50.98
USA,b,1961,23,0.00124,0.00124,0.5,95879,119,95820,4798078,50.04
USA,b,1961,24,0.00118,0.00118,0.5,95760,113,95704,4702259,49.10
USA,b,1961,25,0.00120,0.00120,0.5,95647,115,95590,4606555,48.16
USA,b,1961,26,0.00123,0.00123,0.5,95533,117,95474,4510965,47.22
USA,b,1961,27,0.00124,0.00124,0.5,95415,118,95356,4415491,46.28
USA,b,1961,28,0.00129,0.00129,0.5,95297,123,95236,4320135,45.33
USA,b,1961,29,0.00134,0.00134,0.5,95175,127,95111,4224899,44.39
USA,b,1961,30,0.00148,0.00148,0.5,95047,140,94977,4129788,43.45
USA,b,1961,31,0.00150,0.00150,0.5,94907,142,94836,4034811,42.51
USA,b,1961,32,0.00153,0.00153,0.5,94765,145,94692,3939975,41.58
USA,b,1961,33,0.00163,0.00163,0.5,94619,154,94542,3845283,40.64
USA,b,1961,34,0.00182,0.00182,0.5,94465,172,94379,3750741,39.71
USA,b,1961,35,0.00195,0.00195,0.5,94293,184,94201,3656362,38.78
USA,b,1961,36,0.00209,0.00208,0.5,94109,196,94011,3562160,37.85
USA,b,1961,37,0.00227,0.00227,0.5,93913,213,93807,3468149,36.93
USA,b,1961,38,0.00248,0.00248,0.5,93701,232,93585,3374342,36.01
USA,b,1961,39,0.00272,0.00272,0.5,93468,254,93341,3280757,35.10
USA,b,1961,40,0.00298,0.00298,0.5,93214,278,93075,3187416,34.19
USA,b,1961,41,0.00324,0.00324,0.5,92937,301,92786,3094341,33.30
USA,b,1961,42,0.00352,0.00352,0.5,92636,326,92473,3001554,32.40
USA,b,1961,43,0.00393,0.00392,0.5,92310,362,92129,2909082,31.51
USA,b,1961,44,0.00431,0.00431,0.5,91948,396,91750,2816953,30.64
USA,b,1961,45,0.00471,0.00470,0.5,91552,430,91337,2725203,29.77
USA,b,1961,46,0.00508,0.00507,0.5,91122,462,90891,2633866,28.90
USA,b,1961,47,0.00579,0.00577,0.5,90660,523,90398,2542975,28.05
USA,b,1961,48,0.00625,0.00623,0.5,90137,562,89856,2452577,27.21
USA,b,1961,49,0.00679,0.00677,0.5,89575,607,89271,2362721,26.38
USA,b,1961,50,0.00782,0.00779,0.5,88968,693,88621,2273450,25.55
USA,b,1961,51,0.00834,0.00831,0.5,88275,733,87908,2184828,24.75
USA,b,1961,52,0.00904,0.00900,0.5,87542,787,87148,2096920,23.95
USA,b,1961,53,0.01005,0.01000,0.5,86754,868,86320,2009772,23.17
USA,b,1961,54,0.01065,0.01059,0.5,85886,910,85431,1923452,22.40
USA,b,1961,55,0.01162,0.01155,0.5,84976,982,84486,1838021,21.63
USA,b,1961,56,0.01247,0.01239,0.5,83995,1041,83474,1753535,20.88
USA,b,1961,57,0.01345,0.01336,0.5,82954,1108,82400,1670061,20.13
USA,b,1961,58,0.01475,0.01464,0.5,81846,1199,81247,1587661,19.40
USA,b,1961,59,0.01543,0.01531,0.5,80648,1235,80030,1506414,18.68
USA,b,1961,60,0.01777,0.01761,0.5,79413,1398,78714,1426384,17.96
USA,b,1961,61,0.01867,0.01850,0.5,78015,1443,77293,1347670,17.27
USA,b,1961,62,0.02041,0.02021,0.5,76571,1547,75798,1270377,16.59
USA,b,1961,63,0.02230,0.02205,0.5,75024,1654,74197,1194579,15.92
USA,b,1961,64,0.02413,0.02384,0.5,73370,1749,72495,1120382,15.27
USA,b,1961,65,0.02756,0.02719,0.5,71620,1947,70647,1047887,14.63
USA,b,1961,66,0.02718,0.02682,0.5,69673,1869,68739,977241,14.03
USA,b,1961,67,0.03057,0.03011,0.5,67805,2042,66784,908502,13.40
USA,b,1961,68,0.03370,0.03314,0.5,65763,2179,64673,841718,12.80
USA,b,1961,69,0.03528,0.03467,0.5,63584,2204,62482,777044,12.22
USA,b,1961,70,0.03975,0.03898,0.5,61380,2393,60183,714563,11.64
USA,b,1961,71,0.04112,0.04029,0.5,58987,2377,57799,654379,11.09
USA,b,1961,72,0.04690,0.04582,0.5,56610,2594,55313,596581,10.54
USA,b,1961,73,0.04993,0.04872,0.5,54016,2631,52700,541267,10.02
USA,b,1961,74,0.05344,0.05205,0.5,51385,2674,50048,488567,9.51
USA,b,1961,75,0.06037,0.05860,0.5,48710,2855,47283,438519,9.00
USA,b,1961,76,0.06166,0.05982,0.5,45856,2743,44484,391236,8.53
USA,b,1961,77,0.06741,0.06522,0.5,43113,2812,41707,346752,8.04
USA,b,1961,78,0.07924,0.07622,0.5,40301,3072,38765,305045,7.57
USA,b,1961,79,0.08543,0.08193,0.5,37229,3050,35704,266280,7.15
USA,b,1961,80,0.09446,0.09020,0.5,34179,3083,32638,230576,6.75
USA,b,1961,81,0.09992,0.09517,0.5,31096,2959,29616,197938,6.37
USA,b,1961,82,0.10926,0.10360,0.5,28137,2915,26679,168322,5.98
USA,b,1961,83,0.12317,0.11602,0.5,25222,2926,23758,141643,5.62
USA,b,1961,84,0.13398,0.12557,0.5,22295,2800,20895,117885,5.29
USA,b,1961,85,0.14754,0.13741,0.5,19496,2679,18156,96989,4.97
USA,b,1961,86,0.16087,0.14889,0.5,16817,2504,15565,78833,4.69
USA,b,1961,87,0.17568,0.16150,0.5,14313,2312,13157,63268,4.42
USA,b,1961,88,0.18601,0.17018,0.5,12001,2042,10980,50111,4.18
USA,b,1961,89,0.20210,0.18356,0.5,9959,1828,9045,39131,3.93
USA,b,1961,90,0.22431,0.20169,0.5,8131,1640,7311,30086,3.70
USA,b,1961,91,0.23549,0.21069,0.5,6491,1368,5807,22775,3.51
USA,b,1961,92,0.24982,0.22208,0.5,5123,1138,4555,16968,3.31
USA,b,1961,93,0.27341,0.24053,0.5,3986,959,3506,12413,3.11
USA,b,1961,94,0.29218,0.25494,0.5,3027,772,2641,8907,2.94
USA,b,1961,95,0.31472,0.27193,0.5,2255,613,1949,6266,2.78
USA,b,1961,96,0.33668,0.28817,0.5,1642,473,1405,4317,2.63
USA,b,1961,97,0.35939,0.30465,0.5,1169,356,991,2912,2.49
USA,b,1961,98,0.38279,0.32129,0.5,813,261,682,1921,2.36
USA,b,1961,99,0.40677,0.33802,0.5,552,186,458,1239,2.25
USA,b,1961,100,0.43123,0.35474,0.5,365,130,300,780,2.14
USA,b,1961,101,0.45606,0.37137,0.5,236,88,192,480,2.04
USA,b,1961,102,0.48113,0.38783,0.5,148,57,119,288,1.95
USA,b,1961,103,0.50633,0.40404,0.5,91,37,72,169,1.86
USA,b,1961,104,0.53153,0.41993,0.5,54,23,43,96,1.78
USA,b,1961,105,0.55659,0.43541,0.5,31,14,25,54,1.71
USA,b,1961,106,0.58138,0.45044,0.5,18,8,14,29,1.65
USA,b,1961,107,0.60580,0.46496,0.5,10,5,7,16,1.59
USA,b,1961,108,0.62972,0.47892,0.5,5,2,4,8,1.54
USA,b,1961,109,0.65303,0.49229,0.5,3,1,2,4,1.51
USA,b,1961,110+,0.67566,1.00000,1.48,1,1,2,2,1.48
USA,b,1962,0,0.02552,0.02496,0.12,100000,2496,97802,7012480,70.12
USA,b,1962,1,0.00161,0.00160,0.5,97504,156,97426,6914678,70.92
USA,b,1962,2,0.00098,0.00098,0.5,97348,96,97300,6817252,70.03
USA,b,1962,3,0.00075,0.00075,0.5,97252,73,97215,6719952,69.10
USA,b,1962,4,0.00060,0.00060,0.5,97179,58,97150,6622737,68.15
USA,b,1962,5,0.00057,0.00057,0.5,97121,55,97093,6525587,67.19
USA,b,1962,6,0.00049,0.00049,0.5,97066,48,97042,6428493,66.23
USA,b,1962,7,0.00044,0.00044,0.5,97018,43,96997,6331451,65.26
USA,b,1962,8,0.00040,0.00040,0.5,96975,39,96956,6234455,64.29
USA,b,1962,9,0.00036,0.00036,0.5,96937,35,96919,6137499,63.31
USA,b,1962,10,0.00035,0.00035,0.5,96901,34,96884,6040580,62.34
USA,b,1962,11,0.00038,0.00038,0.5,96867,37,96848,5943696,61.36
USA,b,1962,12,0.00041,0.00041,0.5,96830,39,96810,5846847,60.38
USA,b,1962,13,0.00045,0.00045,0.5,96790,43,96769,5750037,59.41
USA,b,1962,14,0.00052,0.00052,0.5,96747,50,96722,5653268,58.43
USA,b,1962,15,0.00063,0.00063,0.5,96697,60,96667,5556546,57.46
USA,b,1962,16,0.00072,0.00072,0.5,96637,69,96602,5459879,56.50
USA,b,1962,17,0.00089,0.00089,0.5,96567,86,96524,5363277,55.54
USA,b,1962,18,0.00105,0.00105,0.5,96481,101,96431,5266753,54.59
